,names,genres,releaseDates,playenv_strs,ratingScores,ratingAmts,newPosts,community_Links,rating_Links
3801,동키 콩 64,장르: 액션,일정: 출시 (1999.11.24),ETC,8,1,0,http://bbs.ruliweb.com/game/3564,http://bbs.ruliweb.com/game/3564/review
3802,성전사 단바인,장르: RPG,일정: 출시 (2000.03.04),PS2,0,0,0,http://bbs.ruliweb.com/game/3565,http://bbs.ruliweb.com/game/3565/review
3803,더 실버,장르: 어드벤처,일정: 출시 (2000.04.15),PS2,0,0,0,http://bbs.ruliweb.com/game/3566,http://bbs.ruliweb.com/game/3566/review
3804,슈퍼 런어바웃,장르: 레이싱,일정: 출시 (2000.10.28),ETC,0,0,0,http://bbs.ruliweb.com/game/3567,http://bbs.ruliweb.com/game/3567/review
3805,성령기 라이블레이드,장르: RPG,"일정: 출시 (2000.09.28), 출시 (2007.01.01)",ETC PS2,0,0,0,http://bbs.ruliweb.com/game/3568,http://bbs.ruliweb.com/game/3568/review
3806,아크 더 래드 3,장르: RPG,일정: 출시 (1999.10.01),PS2,2,1,0,http://bbs.ruliweb.com/game/3570,http://bbs.ruliweb.com/game/3570/review
3807,엘더스크롤 3: 블러드문,장르: RPG,일정: 출시 (2003.05.30),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3571,http://bbs.ruliweb.com/game/3571/review
3808,베트콩,장르: FPS,일정: 출시 (2003.03.25),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3572,http://bbs.ruliweb.com/game/3572/review
3809,홈월드 2,장르: RTS,일정: 출시 (2003.09.26),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3573,http://bbs.ruliweb.com/game/3573/review
3810,레드 팩션 2,장르: FPS,일정: 출시 (2003.06.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3574,http://bbs.ruliweb.com/game/3574/review
3811,GTA: 바이스 시티,장르: 액션,"일정: 출시 (2003.05.13), 출시 (2002.10.01)",PC/ON ETC X360,10,2,0,http://bbs.ruliweb.com/game/3575,http://bbs.ruliweb.com/game/3575/review
3812,칸: 바바리안의 검,장르: 어드벤처,일정: 출시 (2003.05.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3576,http://bbs.ruliweb.com/game/3576/review
3813,C.S.I 과학수사대,장르: 어드벤처,일정: 출시 (2003.03.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3577,http://bbs.ruliweb.com/game/3577/review
3814,월드 워 2: 프론트라인 커맨드,장르: FPS,일정: 출시 (2003.05.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3578,http://bbs.ruliweb.com/game/3578/review
3815,로드 오브 에버퀘스트,장르: RTS,일정: 출시 (2003.10.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3579,http://bbs.ruliweb.com/game/3579/review
3816,미디발: 토탈 워 - 바이킹의 습격,"장르: 전략, 시뮬레이션",일정: 출시 (2003.05.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3580,http://bbs.ruliweb.com/game/3580/review
3817,사이버전사 웹다이버,장르: 액션,일정: 출시 (2003.04.09),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3581,http://bbs.ruliweb.com/game/3581/review
3818,호빗,"장르: RPG, 액션","일정: 출시 (2003.10.01), 출시 (2003.11.01)",ETC X360 ETC ETC PC/ON,0,0,0,http://bbs.ruliweb.com/game/3582,http://bbs.ruliweb.com/game/3582/review
3819,나이트로 패밀리,장르: FPS,일정: 출시 (2004.05.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3583,http://bbs.ruliweb.com/game/3583/review
3820,고스트 마스터,"장르: 전략, 시뮬레이션",일정: 출시 (2003.04.10),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3584,http://bbs.ruliweb.com/game/3584/review
3821,폴아웃 2,장르: RPG,일정: 출시 (1999.01.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3585,http://bbs.ruliweb.com/game/3585/review
3822,인디아나 존스와 황제의 유물,장르: 어드벤처,일정: 출시 (2003.04.15),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3586,http://bbs.ruliweb.com/game/3586/review
3823,레드 샤크,"장르: 슈팅, 액션",일정: 출시 (2003.03.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3587,http://bbs.ruliweb.com/game/3587/review
3824,시드니 미스테리,장르: 어드벤처,일정: 출시 (2003.04.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3588,http://bbs.ruliweb.com/game/3588/review
3825,탑건: 컴뱃 존,"장르: 비행, 시뮬레이션",일정: 출시 (2001.10.01),ETC ETC,0,0,0,http://bbs.ruliweb.com/game/3589,http://bbs.ruliweb.com/game/3589/review
3826,라크무,장르: RTS,일정: OBT (2003.04.10),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3590,http://bbs.ruliweb.com/game/3590/review
3827,코리아 포가튼 컨플릭트,"장르: 전략, 시뮬레이션",일정: 출시 (2003.10.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3591,http://bbs.ruliweb.com/game/3591/review
3828,포스탈 2,장르: FPS,일정: 출시 (2003.04.14),PC/ON,10,1,0,http://bbs.ruliweb.com/game/3592,http://bbs.ruliweb.com/game/3592/review
3829,스타워즈 제다이 나이트: 제다이 아카데미,장르: 액션,"일정: 출시 (2003.09.17), 출시 (2003.11.19)",PC/ON X360,0,0,0,http://bbs.ruliweb.com/game/3593,http://bbs.ruliweb.com/game/3593/review
3830,심즈: 슈퍼스타,"장르: 육성, 시뮬레이션",일정: 출시 (2003.05.15),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3594,http://bbs.ruliweb.com/game/3594/review
3831,데이어스 엑스 2,장르: RPG,일정: 출시 (2003.10.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3595,http://bbs.ruliweb.com/game/3595/review
3832,에어포트 타이쿤 2,"장르: 비행, 시뮬레이션",일정: 출시 (2003.02.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3596,http://bbs.ruliweb.com/game/3596/review
3833,헐크,장르: 액션,일정: 출시 (2003.06.20),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3597,http://bbs.ruliweb.com/game/3597/review
3834,삼국 군영전 4,"장르: 전략, 시뮬레이션",일정: 출시 (2003.03.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3598,http://bbs.ruliweb.com/game/3598/review
3835,핑크 팬더,장르: 액션,일정: 출시 (2003.08.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3599,http://bbs.ruliweb.com/game/3599/review
3836,퍼지,장르: FPS,일정: 출시 (2003.04.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3600,http://bbs.ruliweb.com/game/3600/review
3837,라인오브사이트 : 베트남,장르: FPS,일정: 출시 (2003.03.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3601,http://bbs.ruliweb.com/game/3601/review
3838,미스트메어,장르: RPG,일정: 출시 (2003.06.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3602,http://bbs.ruliweb.com/game/3602/review
3839,코만도스 3,"장르: 전략, 시뮬레이션",일정: 출시 (2003.10.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3603,http://bbs.ruliweb.com/game/3603/review
3840,스타워즈: 구공화국의 기사들,장르: RPG,"일정: 출시 (2003.12.12), 출시 (2003.07.17), 출시 (2004.08.31), 출시 (2014.12.22)",PC/ON X360 Apple ETC,0,0,0,http://bbs.ruliweb.com/game/3604,http://bbs.ruliweb.com/game/3604/review
3841,워크래프트 3: 프로즌 쓰론,장르: RTS,일정: 출시 (2003.07.01),PC/ON,9.3,3,0,http://bbs.ruliweb.com/game/3605,http://bbs.ruliweb.com/game/3605/review
3842,밴디츠: 피닉스 라이징,장르: 레이싱,일정: 출시 (2003.02.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3606,http://bbs.ruliweb.com/game/3606/review
3843,GTA,장르: 액션,"일정: 출시 (1997.10.01), 출시 (1997.11.30), 출시 (1998.11.30)",PC/ON PS2 ETC,0,0,0,http://bbs.ruliweb.com/game/3607,http://bbs.ruliweb.com/game/3607/review
3844,하빈저,"장르: RPG, 액션",일정: 출시 (2003.03.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3608,http://bbs.ruliweb.com/game/3608/review
3845,레스토랑 엠파이어,"장르: 육성, 시뮬레이션",일정: 출시 (2003.03.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3609,http://bbs.ruliweb.com/game/3609/review
3846,인더스트리 자이언트 2,"장르: 육성, 시뮬레이션","일정: 출시 (2003.02.28), 출시 (2017.03.14)",PC/ON PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/3610,http://bbs.ruliweb.com/game/3610/review
3847,미스터리 오브 더 머미,장르: 어드벤처,일정: 출시 (2003.01.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3611,http://bbs.ruliweb.com/game/3611/review
3848,체인리액션,"장르: 전략, 시뮬레이션",일정: 출시 (2002.01.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3612,http://bbs.ruliweb.com/game/3612/review
3849,로마: 토탈 워,장르: RTS,일정: 출시 (2004.09.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3613,http://bbs.ruliweb.com/game/3613/review
3850,임진록: 동토의 여명,장르: RPG,일정: 개발중단 (2002.11.30),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3614,http://bbs.ruliweb.com/game/3614/review
3851,야인시대,장르: 액션,일정: 출시 (2003.01.27),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3615,http://bbs.ruliweb.com/game/3615/review
3852,쥬라기 공원: 오퍼레이션 제네시스,"장르: 육성, 시뮬레이션",일정: 출시 (2003.05.02),PC/ON,2,5,0,http://bbs.ruliweb.com/game/3617,http://bbs.ruliweb.com/game/3617/review
3853,이스 6: 나피쉬팀의 상자,"장르: RPG, 액션","일정: 출시 (2003.09.27), 출시 (2005.03.10)",PC/ON ETC PSP,10,2,0,http://bbs.ruliweb.com/game/3618,http://bbs.ruliweb.com/game/3618/review
3854,엑스맨 2: 울버린의 복수,장르: 액션,일정: 출시 (2003.04.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3619,http://bbs.ruliweb.com/game/3619/review
3855,엔클레이브,장르: 액션,일정: 출시 (2004.02.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3620,http://bbs.ruliweb.com/game/3620/review
3856,레이맨 3,장르: 어드벤처,일정: 출시 (2003.03.01),ETC X360 ETC,0,0,0,http://bbs.ruliweb.com/game/3621,http://bbs.ruliweb.com/game/3621/review
3857,컨플릭트 데저트 스톰,"장르: 전략, 시뮬레이션",일정: 출시 (2003.09.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3623,http://bbs.ruliweb.com/game/3623/review
3858,브리드,장르: 액션,일정: 출시 (2003.01.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3624,http://bbs.ruliweb.com/game/3624/review
3859,나스카 레이싱 2003 시즌,장르: 레이싱,일정: 출시 (2003.04.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3625,http://bbs.ruliweb.com/game/3625/review
3860,세비지,장르: 액션,일정: 출시 (2003.01.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3626,http://bbs.ruliweb.com/game/3626/review
3861,라그나로크 배틀,장르: 액션,일정: 출시 (2003.12.30),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3627,http://bbs.ruliweb.com/game/3627/review
3862,프리토리언,"장르: 전략, 시뮬레이션",일정: 출시 (2003.02.28),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3628,http://bbs.ruliweb.com/game/3628/review
3863,천년의 신화,"장르: 전략, 시뮬레이션",일정: 출시 (2000.08.27),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3629,http://bbs.ruliweb.com/game/3629/review
3864,배틀필드 1942: 로마로 가는 길,장르: 액션,일정: 출시 (2003.02.06),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3630,http://bbs.ruliweb.com/game/3630/review
3865,프리랜서,장르: 액션,일정: 출시 (2003.04.26),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3631,http://bbs.ruliweb.com/game/3631/review
3866,테일즈 오브 윈디랜드,장르: RPG,일정: 출시 (2002.12.24),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3632,http://bbs.ruliweb.com/game/3632/review
3867,MVP 베이스볼 2003,장르: 스포츠,"일정: 출시 (2003.03.01), 출시 (2003.03.24)",ETC X360 PC/ON,0,0,0,http://bbs.ruliweb.com/game/3633,http://bbs.ruliweb.com/game/3633/review
3868,하이히트 메이저리그 베이스볼 2004,장르: 스포츠,일정: 출시 (2003.04.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3634,http://bbs.ruliweb.com/game/3634/review
3869,히어로즈 오브 마이트 앤 매직 4: 개더링 스톰,"장르: 전략, 시뮬레이션",일정: 출시 (2003.02.03),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3635,http://bbs.ruliweb.com/game/3635/review
3870,티-즈웨이,"장르: 슈팅, 액션",일정: 출시 (2003.01.01),PC/ON,0,1,0,http://bbs.ruliweb.com/game/3636,http://bbs.ruliweb.com/game/3636/review
3871,I.G.I 2: 코버트 스트라이크,장르: 액션,일정: 출시 (2003.02.03),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3637,http://bbs.ruliweb.com/game/3637/review
3872,블러드레인,장르: 어드벤처,일정: 출시 (2002.03.14),ETC X360 ETC,0,0,0,http://bbs.ruliweb.com/game/3638,http://bbs.ruliweb.com/game/3638/review
3873,펫 사커,장르: 스포츠,일정: 출시 (2003.01.20),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3639,http://bbs.ruliweb.com/game/3639/review
3874,보아 인 더 월드,"장르: 육성, 시뮬레이션",일정: 출시 (2003.01.29),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3640,http://bbs.ruliweb.com/game/3640/review
3875,전격 Z 작전,장르: 액션,일정: 출시 (2002.11.08),ETC,0,0,0,http://bbs.ruliweb.com/game/3641,http://bbs.ruliweb.com/game/3641/review
3876,써니하우스,"장르: 육성, 시뮬레이션",일정: 출시 (2003.01.23),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3642,http://bbs.ruliweb.com/game/3642/review
3877,마시마로,장르: 액션,일정: 출시 (2002.12.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3644,http://bbs.ruliweb.com/game/3644/review
3878,임파서블 크리처스,"장르: 전략, 시뮬레이션",일정: 출시 (2003.03.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3645,http://bbs.ruliweb.com/game/3645/review
3879,쉐도우 오브 데스티니,장르: 어드벤처,일정: 출시 (2002.11.20),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3646,http://bbs.ruliweb.com/game/3646/review
3880,플라이트 시뮬레이터 3,"장르: 비행, 시뮬레이션",일정: 출시 (2003.03.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3647,http://bbs.ruliweb.com/game/3647/review
3881,마스터 오브 오리온 3,장르: RTS,일정: 출시 (2003.04.24),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3648,http://bbs.ruliweb.com/game/3648/review
3882,맥워리어 4: 머셔너리,"장르: 전략, 시뮬레이션",일정: 출시 (2003.01.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3649,http://bbs.ruliweb.com/game/3649/review
3883,라이즈 오브 네이션스,장르: RTS,일정: 출시 (2003.06.02),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3650,http://bbs.ruliweb.com/game/3650/review
3884,쥬라기원시전 2: 더랭커,장르: RTS,일정: 출시 (2002.11.22),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3651,http://bbs.ruliweb.com/game/3651/review
3885,천랑열전,장르: RPG,일정: 출시 (2003.02.07),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3652,http://bbs.ruliweb.com/game/3652/review
3886,O.R.B,"장르: 전략, 시뮬레이션",일정: 출시 (2002.11.05),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3653,http://bbs.ruliweb.com/game/3653/review
3887,나스카 썬더 2003,장르: 레이싱,일정: 출시 (2002.10.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3654,http://bbs.ruliweb.com/game/3654/review
3888,롤러코스터 타이쿤 2,"장르: 육성, 시뮬레이션",일정: 출시 (2002.12.04),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3655,http://bbs.ruliweb.com/game/3655/review
3889,한니발,장르: FPS,일정: 출시 (2003.06.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3656,http://bbs.ruliweb.com/game/3656/review
3890,라이브 포 스피드,장르: 레이싱,일정: 출시 (2003.04.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3657,http://bbs.ruliweb.com/game/3657/review
3891,이머전시 2: 더 얼티밋 파이트 포 라이프,"장르: 전략, 시뮬레이션",일정: 출시 (2002.12.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3658,http://bbs.ruliweb.com/game/3658/review
3892,탱구와 울라숑 2,장르: 액션,일정: 출시 (2002.12.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3659,http://bbs.ruliweb.com/game/3659/review
3893,반지의 제왕: 반지 원정대,"장르: 어드벤처, 액션","일정: 출시 (2002.10.22), 출시 (2002.09.24), 출시 (2002.09.26), 출시 (2002.10.16)",PC/ON ETC X360 ETC,0,0,0,http://bbs.ruliweb.com/game/3660,http://bbs.ruliweb.com/game/3660/review
3894,포스트 모템,장르: 어드벤처,일정: 출시 (2003.02.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3661,http://bbs.ruliweb.com/game/3661/review
3895,하얀마음 백구 3: 동물원 대모험,장르: 액션,일정: 출시 (2002.11.22),PC/ON,10,1,0,http://bbs.ruliweb.com/game/3662,http://bbs.ruliweb.com/game/3662/review
3896,타이거 우즈 PGA 투어 2003,장르: 스포츠,일정: 출시 (2002.11.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3664,http://bbs.ruliweb.com/game/3664/review
3897,포트 로얄,"장르: 전략, 시뮬레이션",일정: 출시 (2003.01.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3666,http://bbs.ruliweb.com/game/3666/review
3898,테니스 마스터즈 시리즈 2003,장르: 스포츠,일정: 출시 (2002.11.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3667,http://bbs.ruliweb.com/game/3667/review
3899,챔피언쉽 매니저 4 시즌 03/04,장르: 스포츠,일정: 출시 (2003.03.31),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3668,http://bbs.ruliweb.com/game/3668/review
3900,데들리 더즌 2: 퍼시픽 씨어터,장르: FPS,일정: 출시 (2003.02.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3669,http://bbs.ruliweb.com/game/3669/review
3901,제임스 본드 007: 나이트파이어,장르: FPS,"일정: 출시 (2003.03.17), 출시 (2002.11.18)",ETC PC/ON ETC X360 ETC,0,0,0,http://bbs.ruliweb.com/game/3670,http://bbs.ruliweb.com/game/3670/review
3902,아이스윈드 데일 2,장르: RPG,일정: 출시 (2002.12.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3671,http://bbs.ruliweb.com/game/3671/review
3903,글라디에이터: 갤럭틱 서커스 게임,장르: RTS,일정: 출시 (2002.10.31),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3672,http://bbs.ruliweb.com/game/3672/review
3904,파라오의 저주,장르: 어드벤처,일정: 출시 (2002.11.08),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3673,http://bbs.ruliweb.com/game/3673/review
3905,쉐도우 플레어,"장르: RPG, 액션",일정: 출시 (2002.10.08),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3674,http://bbs.ruliweb.com/game/3674/review
3906,로빈후드: 셔우드의 전설,"장르: 전략, 시뮬레이션",일정: 출시 (2002.12.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3675,http://bbs.ruliweb.com/game/3675/review
3907,헤게모니아: 철의군대,장르: RTS,일정: 출시 (2002.11.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3676,http://bbs.ruliweb.com/game/3676/review
3908,아크엔젤,"장르: RPG, 액션",일정: 출시 (2002.10.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3677,http://bbs.ruliweb.com/game/3677/review
3909,악스 파탈리스,장르: RPG,일정: 출시 (2002.06.28),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3678,http://bbs.ruliweb.com/game/3678/review
3910,링스 2003,장르: 스포츠,일정: 출시 (2002.09.18),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3680,http://bbs.ruliweb.com/game/3680/review
3911,월드 워 2: 펜저 클로,"장르: 전략, 시뮬레이션",일정: 출시 (2002.11.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3681,http://bbs.ruliweb.com/game/3681/review
3912,킥오프 2002,장르: 스포츠,일정: 출시 (2002.09.20),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3682,http://bbs.ruliweb.com/game/3682/review
3913,WWE 로우,장르: 스포츠,일정: 출시 (2002.10.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3683,http://bbs.ruliweb.com/game/3683/review
3914,천하일품 요리왕,"장르: 육성, 시뮬레이션",일정: 출시 (2002.10.11),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3684,http://bbs.ruliweb.com/game/3684/review
3915,엠퍼러: 라이즈 오브 더 미들 킹덤,"장르: 육성, 시뮬레이션",일정: 출시 (2003.01.24),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3685,http://bbs.ruliweb.com/game/3685/review
3916,매든 NFL 2003,장르: 스포츠,일정: 출시 (2002.08.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3686,http://bbs.ruliweb.com/game/3686/review
3917,크레이지 아케이드 : BNB 어드벤처,장르: 액션,일정: 출시 (2002.09.25),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3687,http://bbs.ruliweb.com/game/3687/review
3918,삼국지 배틀필드,"장르: 전략, 시뮬레이션",일정: 출시 (2002.08.30),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3688,http://bbs.ruliweb.com/game/3688/review
3919,프린스 오브 친,장르: RPG,일정: 출시 (2002.08.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3689,http://bbs.ruliweb.com/game/3689/review
3920,NHL 2003,장르: 스포츠,"일정: 출시 (2002.09.01), 출시 (2002.09.30), 출시 (2002.09.09)",PC/ON ETC ETC X360,0,0,0,http://bbs.ruliweb.com/game/3690,http://bbs.ruliweb.com/game/3690/review
3921,네크로매니아,"장르: 전략, 시뮬레이션",일정: 출시 (2005.05.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3691,http://bbs.ruliweb.com/game/3691/review
3922,에이지 오브 세일 2 : 프라이버티어 바운티,장르: RTS,일정: 출시 (2001.01.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3692,http://bbs.ruliweb.com/game/3692/review
3923,메달 오브 아너: 스피어헤드,장르: FPS,일정: 출시 (2002.10.30),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3693,http://bbs.ruliweb.com/game/3693/review
3924,사이베리아,장르: 어드벤처,일정: 출시 (2002.08.01),PC/ON,10,1,0,http://bbs.ruliweb.com/game/3694,http://bbs.ruliweb.com/game/3694/review
3925,엠파이어 어스 확장팩: 더 아트 오브 컨퀘스트,"장르: 전략, 시뮬레이션",일정: 출시 (2002.09.01),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3695,http://bbs.ruliweb.com/game/3695/review
3926,피파 2003,장르: 스포츠,"일정: 출시 (2002.10.25), 출시 (2002.12.10), 출시 (2002.11.14), 출시 (2002.11.12), 출시 (2002.11.19), 출시 (2002.11.11)",PC/ON ETC ETC X360 ETC PS2,0,0,0,http://bbs.ruliweb.com/game/3696,http://bbs.ruliweb.com/game/3696/review
3927,스트롱홀드 크루세이더,"장르: 전략, 시뮬레이션",일정: 출시 (2004.02.04),PC/ON,0,0,0,http://bbs.ruliweb.com/game/3697,http://bbs.ruliweb.com/game/3697/review
